state,city,station,mean_avg,max_avg,n_readings
Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",43.285714285714285,111.0,7
Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",43.166666666666664,92.0,6
Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",43.142857142857146,99.0,7
Madhya Pradesh,Indore,"Residency Area, Indore - IMC",42.833333333333336,99.0,6
Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",42.75,94.0,4
Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",42.714285714285715,98.0,7
Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",42.714285714285715,108.0,7
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",42.714285714285715,106.0,7
Maharashtra,Mumbai,"Worli, Mumbai - MPCB",42.57142857142857,131.0,7
Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",42.285714285714285,90.0,7
Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",42.166666666666664,80.0,6
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",42.142857142857146,82.0,7
Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",42.0,87.0,7
Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",42.0,82.0,6
Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",42.0,62.0,2
Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",41.857142857142854,96.0,7
Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",41.857142857142854,119.0,7
Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",41.714285714285715,88.0,7
Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",41.714285714285715,72.0,7
Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",41.57142857142857,113.0,7
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",41.285714285714285,82.0,7
Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",41.142857142857146,112.0,7
Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",41.142857142857146,130.0,7
Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",41.142857142857146,111.0,7
TamilNadu,Chennai,"Manali, Chennai - CPCB",41.142857142857146,114.0,7
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",41.142857142857146,117.0,7
Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",41.0,92.0,7
Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",40.857142857142854,96.0,7
Bihar,Buxar,"Charitra Van, Buxar - BSPCB",40.857142857142854,92.0,7
Maharashtra,Virar,"Bolinj, Virar - MPCB",40.857142857142854,88.0,7
Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",40.714285714285715,86.0,7
Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",40.285714285714285,105.0,7
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",40.142857142857146,98.0,7
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",40.142857142857146,112.0,7
Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",40.142857142857146,102.0,7
Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",40.0,146.0,6
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",39.857142857142854,102.0,7
Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",39.57142857142857,87.0,7
Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",39.57142857142857,89.0,7
Maharashtra,Dhule,"Deopur, Dhule - MPCB",39.5,64.0,2
Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",39.42857142857143,104.0,7
Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",39.142857142857146,77.0,7
Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",39.0,89.0,6
Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",38.42857142857143,99.0,7
Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",38.333333333333336,86.0,6
Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",38.333333333333336,99.0,6
Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",38.2,66.0,5
Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",38.166666666666664,79.0,6
Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",38.142857142857146,97.0,7
Delhi,Delhi,"Narela, Delhi - DPCC",38.142857142857146,105.0,7
Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",38.142857142857146,76.0,7
Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",38.142857142857146,108.0,7
Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",38.0,96.0,7
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",38.0,91.0,7
Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",37.857142857142854,74.0,7
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",37.833333333333336,102.0,6
Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",37.57142857142857,79.0,7
Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",37.57142857142857,109.0,7
Punjab,Patiala,"Model Town, Patiala - PPCB",37.285714285714285,80.0,7
Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",37.285714285714285,75.0,7
Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",37.142857142857146,93.0,7
Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",37.142857142857146,89.0,7
Madhya Pradesh,Indore,"Regional Park, Indore - IMC",37.0,78.0,5
Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",36.833333333333336,81.0,6
Madhya Pradesh,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",36.75,52.0,4
Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",36.714285714285715,77.0,7
Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",36.714285714285715,79.0,7
Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",36.714285714285715,89.0,7
Odisha,Barbil,"Forest Office, Barbil - OSPCB",36.57142857142857,113.0,7
Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",36.5,74.0,6
Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",36.42857142857143,101.0,7
TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB",36.333333333333336,59.0,3
Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",36.142857142857146,79.0,7
Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",36.142857142857146,99.0,7
Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",36.142857142857146,118.0,7
Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",36.142857142857146,102.0,7
Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",36.142857142857146,71.0,7
Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",36.0,113.0,7
Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",35.833333333333336,66.0,6
Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",35.714285714285715,110.0,7
Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",35.666666666666664,87.0,6
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",35.57142857142857,78.0,7
Maharashtra,Mumbai,"Powai, Mumbai - MPCB",35.42857142857143,128.0,7
Bihar,Munger,"Town Hall, Munger - BSPCB",35.42857142857143,92.0,7
Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",35.166666666666664,99.0,6
Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",35.142857142857146,71.0,7
TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB",35.0,69.0,6
Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",35.0,42.0,2
Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",35.0,97.0,7
Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",35.0,80.0,7
Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",35.0,93.0,5
Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",34.714285714285715,75.0,7
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",34.714285714285715,97.0,7
Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",34.666666666666664,85.0,6
TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",34.5,72.0,6
Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",34.42857142857143,60.0,7
Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",34.333333333333336,72.0,6
Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",34.285714285714285,108.0,7
Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",34.142857142857146,68.0,7
Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",34.142857142857146,80.0,7
Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",33.857142857142854,120.0,7
Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",33.8,99.0,5
Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",33.714285714285715,97.0,7
Delhi,Delhi,"North Campus, DU, Delhi - IMD",33.666666666666664,50.0,3
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",33.42857142857143,90.0,7
Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",33.285714285714285,79.0,7
TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",33.166666666666664,86.0,6
Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",33.166666666666664,82.0,6
Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",33.142857142857146,77.0,7
Bihar,Gaya,"Collectorate, Gaya - BSPCB",33.0,75.0,5
Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",33.0,51.0,5
Nagaland,Kohima,"PWD Juction, Kohima - NPCB",32.714285714285715,73.0,7
Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",32.714285714285715,104.0,7
Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",32.57142857142857,57.0,7
Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",32.5,46.0,2
Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",32.42857142857143,86.0,7
TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",32.42857142857143,68.0,7
Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",32.42857142857143,89.0,7
Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",32.42857142857143,73.0,7
Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",32.285714285714285,82.0,7
Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",32.166666666666664,63.0,6
Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",32.0,96.0,7
Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",31.857142857142858,64.0,7
Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",31.857142857142858,67.0,7
Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",31.571428571428573,85.0,7
Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",31.142857142857142,58.0,7
Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",31.0,31.0,1
Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",31.0,61.0,7
Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",30.857142857142858,69.0,7
Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",30.857142857142858,77.0,7
Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",30.857142857142858,70.0,7
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",30.714285714285715,72.0,7
Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",30.571428571428573,56.0,7
Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",30.5,53.0,2
Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",30.428571428571427,68.0,7
Bihar,Arrah,"New DM Office, Arrah - BSPCB",30.428571428571427,77.0,7
Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",30.285714285714285,98.0,7
Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",30.0,47.0,5
Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",30.0,62.0,5
Bihar,Saharsa,"Police Line, Saharsa - BSPCB",29.857142857142858,75.0,7
Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",29.833333333333332,62.0,6
Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",29.714285714285715,88.0,7
Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",29.714285714285715,87.0,7
Chhattisgarh,Korba,"Rampur, Korba - CECB",29.714285714285715,68.0,7
Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",29.714285714285715,70.0,7
TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",29.666666666666668,68.0,6
Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",29.571428571428573,64.0,7
TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",29.571428571428573,74.0,7
Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",29.428571428571427,66.0,7
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",29.142857142857142,94.0,7
Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",29.142857142857142,59.0,7
Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29.142857142857142,53.0,7
TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",28.857142857142858,70.0,7
TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",28.714285714285715,83.0,7
Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",28.714285714285715,60.0,7
Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",28.666666666666668,76.0,6
Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",28.4,67.0,5
Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.285714285714285,63.0,7
Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",28.2,49.0,5
Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",28.142857142857142,59.0,7
Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",28.142857142857142,62.0,7
Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",27.75,41.0,4
Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",27.5,77.0,6
Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",27.428571428571427,78.0,7
Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",27.285714285714285,50.0,7
Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",27.166666666666668,55.0,6
Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",27.142857142857142,54.0,7
TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",27.0,91.0,5
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",27.0,49.0,7
Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",26.857142857142858,42.0,7
Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",26.857142857142858,54.0,7
TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",26.8,55.0,5
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",26.714285714285715,84.0,7
TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",26.428571428571427,72.0,7
Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.285714285714285,65.0,7
Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",26.142857142857142,51.0,7
Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",25.857142857142858,56.0,7
TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",25.833333333333332,49.0,6
Bihar,Gaya,"Kareemganj, Gaya - BSPCB",25.333333333333332,69.0,6
TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",25.142857142857142,57.0,7
Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",25.142857142857142,40.0,7
Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",25.142857142857142,52.0,7
Assam,Silchar,"Tarapur, Silchar - PCBA",25.0,72.0,7
Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",24.571428571428573,72.0,7
TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",24.571428571428573,49.0,7
Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",24.5,34.0,2
Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",24.285714285714285,59.0,7
Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",24.142857142857142,52.0,7
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.857142857142858,52.0,7
Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",23.857142857142858,54.0,7
Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23.571428571428573,44.0,7
TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",23.285714285714285,44.0,7
Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",23.166666666666668,62.0,6
Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",23.142857142857142,55.0,7
TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",22.571428571428573,48.0,7
Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",22.571428571428573,54.0,7
Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",22.166666666666668,47.0,6
Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",22.142857142857142,46.0,7
Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",21.6,40.0,5
Assam,Guwahati,"IITG, Guwahati - PCBA",21.5,33.0,2
TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",21.4,57.0,5
Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.285714285714285,40.0,7
Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",20.833333333333332,29.0,6
Assam,Sivasagar,"Girls College, Sivasagar - PCBA",20.428571428571427,40.0,7
Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",20.333333333333332,46.0,6
Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",20.166666666666668,56.0,6
Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",20.0,22.0,2
TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",19.8,38.0,5
TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",19.571428571428573,41.0,7
Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",19.5,23.0,2
Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",19.5,70.0,6
Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",19.5,25.0,2
Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",19.428571428571427,42.0,7
TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",19.428571428571427,41.0,7
Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",18.714285714285715,49.0,7
Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",18.714285714285715,51.0,7
TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",18.6,33.0,5
Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",18.428571428571427,35.0,7
TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",18.142857142857142,45.0,7
Madhya Pradesh,Indore,"Airport Area, Indore - IMC",17.833333333333332,62.0,6
Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",17.833333333333332,55.0,6
Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",16.714285714285715,36.0,7
Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",16.5,17.0,2
Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",16.428571428571427,31.0,7
Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",16.4,31.0,5
Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",16.0,30.0,7
Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",15.857142857142858,32.0,7
Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",15.2,29.0,5
Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",15.166666666666666,41.0,6
Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",15.142857142857142,33.0,7
Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",15.0,16.0,2
TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",14.333333333333334,30.0,6
Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",14.0,20.0,2
Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",13.0,14.0,2
Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",13.0,32.0,7
Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",12.857142857142858,32.0,7
TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",12.142857142857142,27.0,7
TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",12.0,22.0,2
TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB",11.666666666666666,21.0,3
TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",10.857142857142858,23.0,7
Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",9.857142857142858,30.0,7
Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",9.0,9.0,1
Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",7.0,7.0,3
